Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
8NW2B16204 Start Month 3 - 4 Year,NW2,73201,100000,48,01/01/2020,31/12/2023,2.929522
8NW2B16204 Start Month 3 - 5 Year,NW2,73201,100000,60,01/01/2020,31/12/2024,2.939981
8NW2B16204 Start Month 4 - 1 Year,NW2,73201,100000,12,01/02/2020,31/01/2021,2.861235
8NW2B16204 Start Month 4 - 2 Year,NW2,73201,100000,24,01/02/2020,31/01/2022,2.897623
8NW2B16204 Start Month 4 - 3 Year,NW2,73201,100000,36,01/02/2020,31/01/2023,2.915441
8NW2B16204 Start Month 4 - 4 Year,NW2,73201,100000,48,01/02/2020,31/01/2024,2.942464
8NW2B16204 Start Month 4 - 5 Year,NW2,73201,100000,60,01/02/2020,31/01/2025,2.949489
8NW2B16204 Start Month 5 - 1 Year,NW2,73201,100000,12,01/03/2020,28/02/2021,2.879718
8NW2B16204 Start Month 5 - 2 Year,NW2,73201,100000,24,01/03/2020,28/02/2022,2.909959
8NW2B16204 Start Month 5 - 3 Year,NW2,73201,100000,36,01/03/2020,28/02/2023,2.92606
8NW2B16204 Start Month 5 - 4 Year,NW2,73201,100000,48,01/03/2020,29/02/2024,2.949938
8NW2B16204 Start Month 5 - 5 Year,NW2,73201,100000,60,01/03/2020,28/02/2025,2.957583
8NW2B16204 Start Month 6 - 1 Year,NW2,73201,100000,12,01/04/2020,31/03/2021,2.906988
8NW2B16204 Start Month 6 - 2 Year,NW2,73201,100000,24,01/04/2020,31/03/2022,2.92319
8NW2B16204 Start Month 6 - 3 Year,NW2,73201,100000,36,01/04/2020,31/03/2023,2.939305
8NW2B16204 Start Month 6 - 4 Year,NW2,73201,100000,48,01/04/2020,31/03/2024,2.963284
8NW2B16204 Start Month 6 - 5 Year,NW2,73201,100000,60,01/04/2020,31/03/2025,2.967495
8NW2B16204 Start Month 7 - 1 Year,NW2,73201,100000,12,01/05/2020,30/04/2021,2.91426
8NW2B16204 Start Month 7 - 2 Year,NW2,73201,100000,24,01/05/2020,30/04/2022,2.930072
8NW2B16204 Start Month 7 - 3 Year,NW2,73201,100000,36,01/05/2020,30/04/2023,2.941729
8NW2B16204 Start Month 7 - 4 Year,NW2,73201,100000,48,01/05/2020,30/04/2024,2.969358
8NW2B16204 Start Month 7 - 5 Year,NW2,73201,100000,60,01/05/2020,30/04/2025,2.95806
8NW2B16204 Start Month 8 - 1 Year,NW2,73201,100000,12,01/06/2020,31/05/2021,2.91993
8NW2B16204 Start Month 8 - 2 Year,NW2,73201,100000,24,01/06/2020,31/05/2022,2.930981
8NW2B16204 Start Month 8 - 3 Year,NW2,73201,100000,36,01/06/2020,31/05/2023,2.94649
8NW2B16204 Start Month 8 - 4 Year,NW2,73201,100000,48,01/06/2020,31/05/2024,2.970469
8NW2B16204 Start Month 8 - 5 Year,NW2,73201,100000,60,01/06/2020,31/05/2025,2.947615
8NW2B16204 Start Month 9 - 1 Year,NW2,73201,100000,12,01/07/2020,30/06/2021,2.923263
8NW2B16204 Start Month 9 - 2 Year,NW2,73201,100000,24,01/07/2020,30/06/2022,2.935944
8NW2B16204 Start Month 9 - 3 Year,NW2,73201,100000,36,01/07/2020,30/06/2023,2.947803
8NW2B16204 Start Month 9 - 4 Year,NW2,73201,100000,48,01/07/2020,30/06/2024,2.962821
8NW2B16204 Start Month 9 - 5 Year,NW2,73201,100000,60,01/07/2020,30/06/2025,2.92404
8SC1B16243 Start Month 1 - 1 Year,SC1,73201,100000,12,01/11/2019,31/10/2020,2.777823
8SC1B16243 Start Month 1 - 2 Year,SC1,73201,100000,24,01/11/2019,31/10/2021,2.86002
8SC1B16243 Start Month 1 - 3 Year,SC1,73201,100000,36,01/11/2019,31/10/2022,2.897143
8SC1B16243 Start Month 1 - 4 Year,SC1,73201,100000,48,01/11/2019,31/10/2023,2.923445
8SC1B16243 Start Month 1 - 5 Year,SC1,73201,100000,60,01/11/2019,31/10/2024,2.936328
8SC1B16243 Start Month 10 - 1 Year,SC1,73201,100000,12,01/08/2020,31/07/2021,2.969877
8SC1B16243 Start Month 10 - 2 Year,SC1,73201,100000,24,01/08/2020,31/07/2022,2.976686
8SC1B16243 Start Month 10 - 3 Year,SC1,73201,100000,36,01/08/2020,31/07/2023,2.987939
8SC1B16243 Start Month 10 - 4 Year,SC1,73201,100000,48,01/08/2020,31/07/2024,2.989221
8SC1B16243 Start Month 10 - 5 Year,SC1,73201,100000,60,01/08/2020,31/07/2025,2.934917
8SC1B16243 Start Month 11 - 1 Year,SC1,73201,100000,12,01/09/2020,31/08/2021,2.97585
8SC1B16243 Start Month 11 - 2 Year,SC1,73201,100000,24,01/09/2020,31/08/2022,2.981447
8SC1B16243 Start Month 11 - 3 Year,SC1,73201,100000,36,01/09/2020,31/08/2023,2.9927
8SC1B16243 Start Month 11 - 4 Year,SC1,73201,100000,48,01/09/2020,31/08/2024,2.990231
8SC1B16243 Start Month 11 - 5 Year,SC1,73201,100000,60,01/09/2020,31/08/2025,2.913059
8SC1B16243 Start Month 12 - 1 Year,SC1,73201,100000,12,01/10/2020,30/09/2021,2.977062
8SC1B16243 Start Month 12 - 2 Year,SC1,73201,100000,24,01/10/2020,30/09/2022,2.981952
8SC1B16243 Start Month 12 - 3 Year,SC1,73201,100000,36,01/10/2020,30/09/2023,2.993407
8SC1B16243 Start Month 12 - 4 Year,SC1,73201,100000,48,01/10/2020,30/09/2024,2.99479
8SC1B16243 Start Month 12 - 5 Year,SC1,73201,100000,60,01/10/2020,30/09/2025,2.902614
8SC1B16243 Start Month 2 - 1 Year,SC1,73201,100000,12,01/12/2019,30/11/2020,2.82825
8SC1B16243 Start Month 2 - 2 Year,SC1,73201,100000,24,01/12/2019,30/11/2021,2.892455
8SC1B16243 Start Month 2 - 3 Year,SC1,73201,100000,36,01/12/2019,30/11/2022,2.921599
8SC1B16243 Start Month 2 - 4 Year,SC1,73201,100000,48,01/12/2019,30/11/2023,2.945174
8SC1B16243 Start Month 2 - 5 Year,SC1,73201,100000,60,01/12/2019,30/11/2024,2.956542
8SC1B16243 Start Month 3 - 1 Year,SC1,73201,100000,12,01/01/2020,31/12/2020,2.857453
8SC1B16243 Start Month 3 - 2 Year,SC1,73201,100000,24,01/01/2020,31/12/2021,2.913881
8SC1B16243 Start Month 3 - 3 Year,SC1,73201,100000,36,01/01/2020,31/12/2022,2.937773
8SC1B16243 Start Month 3 - 4 Year,SC1,73201,100000,48,01/01/2020,31/12/2023,2.960641
8SC1B16243 Start Month 3 - 5 Year,SC1,73201,100000,60,01/01/2020,31/12/2024,2.972009
8SC1B16243 Start Month 4 - 1 Year,SC1,73201,100000,12,01/02/2020,31/01/2021,2.888603
8SC1B16243 Start Month 4 - 2 Year,SC1,73201,100000,24,01/02/2020,31/01/2022,2.932392
8SC1B16243 Start Month 4 - 3 Year,SC1,73201,100000,36,01/02/2020,31/01/2023,2.95021
8SC1B16243 Start Month 4 - 4 Year,SC1,73201,100000,48,01/02/2020,31/01/2024,2.973583
8SC1B16243 Start Month 4 - 5 Year,SC1,73201,100000,60,01/02/2020,31/01/2025,2.981618
8SC1B16243 Start Month 5 - 1 Year,SC1,73201,100000,12,01/03/2020,28/02/2021,2.910635
8SC1B16243 Start Month 5 - 2 Year,SC1,73201,100000,24,01/03/2020,28/02/2022,2.944728
8SC1B16243 Start Month 5 - 3 Year,SC1,73201,100000,36,01/03/2020,28/02/2023,2.960829
8SC1B16243 Start Month 5 - 4 Year,SC1,73201,100000,48,01/03/2020,29/02/2024,2.984808
8SC1B16243 Start Month 5 - 5 Year,SC1,73201,100000,60,01/03/2020,28/02/2025,2.993463
8SC1B16243 Start Month 6 - 1 Year,SC1,73201,100000,12,01/04/2020,31/03/2021,2.945811
8SC1B16243 Start Month 6 - 2 Year,SC1,73201,100000,24,01/04/2020,31/03/2022,2.961811
8SC1B16243 Start Month 6 - 3 Year,SC1,73201,100000,36,01/04/2020,31/03/2023,2.974276
8SC1B16243 Start Month 6 - 4 Year,SC1,73201,100000,48,01/04/2020,31/03/2024,2.998053
8SC1B16243 Start Month 6 - 5 Year,SC1,73201,100000,60,01/04/2020,31/03/2025,3.003375
8SC1B16243 Start Month 7 - 1 Year,SC1,73201,100000,12,01/05/2020,30/04/2021,2.956834
8SC1B16243 Start Month 7 - 2 Year,SC1,73201,100000,24,01/05/2020,30/04/2022,2.968794
8SC1B16243 Start Month 7 - 3 Year,SC1,73201,100000,36,01/05/2020,30/04/2023,2.98035
8SC1B16243 Start Month 7 - 4 Year,SC1,73201,100000,48,01/05/2020,30/04/2024,3.004329
8SC1B16243 Start Month 7 - 5 Year,SC1,73201,100000,60,01/05/2020,30/04/2025,2.99394
8SC1B16243 Start Month 8 - 1 Year,SC1,73201,100000,12,01/06/2020,31/05/2021,2.959056
8SC1B16243 Start Month 8 - 2 Year,SC1,73201,100000,24,01/06/2020,31/05/2022,2.969804
8SC1B16243 Start Month 8 - 3 Year,SC1,73201,100000,36,01/06/2020,31/05/2023,2.981461
8SC1B16243 Start Month 8 - 4 Year,SC1,73201,100000,48,01/06/2020,31/05/2024,3.005339
8SC1B16243 Start Month 8 - 5 Year,SC1,73201,100000,60,01/06/2020,31/05/2025,2.983495
8SC1B16243 Start Month 9 - 1 Year,SC1,73201,100000,12,01/07/2020,30/06/2021,2.965938
8SC1B16243 Start Month 9 - 2 Year,SC1,73201,100000,24,01/07/2020,30/06/2022,2.974767
8SC1B16243 Start Month 9 - 3 Year,SC1,73201,100000,36,01/07/2020,30/06/2023,2.986424
8SC1B16243 Start Month 9 - 4 Year,SC1,73201,100000,48,01/07/2020,30/06/2024,2.997893
8SC1B16243 Start Month 9 - 5 Year,SC1,73201,100000,60,01/07/2020,30/06/2025,2.95992
8SC2B16243 Start Month 1 - 1 Year,SC2,73201,100000,12,01/11/2019,31/10/2020,2.781473
8SC2B16243 Start Month 1 - 2 Year,SC2,73201,100000,24,01/11/2019,31/10/2021,2.86002
8SC2B16243 Start Month 1 - 3 Year,SC2,73201,100000,36,01/11/2019,31/10/2022,2.897143
8SC2B16243 Start Month 1 - 4 Year,SC2,73201,100000,48,01/11/2019,31/10/2023,2.923445
8SC2B16243 Start Month 1 - 5 Year,SC2,73201,100000,60,01/11/2019,31/10/2024,2.936328
8SC2B16243 Start Month 10 - 1 Year,SC2,73201,100000,12,01/08/2020,31/07/2021,2.969877
8SC2B16243 Start Month 10 - 2 Year,SC2,73201,100000,24,01/08/2020,31/07/2022,2.976686
8SC2B16243 Start Month 10 - 3 Year,SC2,73201,100000,36,01/08/2020,31/07/2023,2.987939
8SC2B16243 Start Month 10 - 4 Year,SC2,73201,100000,48,01/08/2020,31/07/2024,2.989221
8SC2B16243 Start Month 10 - 5 Year,SC2,73201,100000,60,01/08/2020,31/07/2025,2.934917
8SC2B16243 Start Month 11 - 1 Year,SC2,73201,100000,12,01/09/2020,31/08/2021,2.97585
8SC2B16243 Start Month 11 - 2 Year,SC2,73201,100000,24,01/09/2020,31/08/2022,2.981447
8SC2B16243 Start Month 11 - 3 Year,SC2,73201,100000,36,01/09/2020,31/08/2023,2.9927
8SC2B16243 Start Month 11 - 4 Year,SC2,73201,100000,48,01/09/2020,31/08/2024,2.990231
8SC2B16243 Start Month 11 - 5 Year,SC2,73201,100000,60,01/09/2020,31/08/2025,2.913059
8SC2B16243 Start Month 12 - 1 Year,SC2,73201,100000,12,01/10/2020,30/09/2021,2.977062
8SC2B16243 Start Month 12 - 2 Year,SC2,73201,100000,24,01/10/2020,30/09/2022,2.981952
8SC2B16243 Start Month 12 - 3 Year,SC2,73201,100000,36,01/10/2020,30/09/2023,2.993407
8SC2B16243 Start Month 12 - 4 Year,SC2,73201,100000,48,01/10/2020,30/09/2024,2.99479
8SC2B16243 Start Month 12 - 5 Year,SC2,73201,100000,60,01/10/2020,30/09/2025,2.902614
8SC2B16243 Start Month 2 - 1 Year,SC2,73201,100000,12,01/12/2019,30/11/2020,2.82825
8SC2B16243 Start Month 2 - 2 Year,SC2,73201,100000,24,01/12/2019,30/11/2021,2.892455
8SC2B16243 Start Month 2 - 3 Year,SC2,73201,100000,36,01/12/2019,30/11/2022,2.921599
8SC2B16243 Start Month 2 - 4 Year,SC2,73201,100000,48,01/12/2019,30/11/2023,2.945174
8SC2B16243 Start Month 2 - 5 Year,SC2,73201,100000,60,01/12/2019,30/11/2024,2.956542
8SC2B16243 Start Month 3 - 1 Year,SC2,73201,100000,12,01/01/2020,31/12/2020,2.857453
8SC2B16243 Start Month 3 - 2 Year,SC2,73201,100000,24,01/01/2020,31/12/2021,2.913881
8SC2B16243 Start Month 3 - 3 Year,SC2,73201,100000,36,01/01/2020,31/12/2022,2.937773
8SC2B16243 Start Month 3 - 4 Year,SC2,73201,100000,48,01/01/2020,31/12/2023,2.960641
8SC2B16243 Start Month 3 - 5 Year,SC2,73201,100000,60,01/01/2020,31/12/2024,2.972009
8SC2B16243 Start Month 4 - 1 Year,SC2,73201,100000,12,01/02/2020,31/01/2021,2.888603
8SC2B16243 Start Month 4 - 2 Year,SC2,73201,100000,24,01/02/2020,31/01/2022,2.932392
8SC2B16243 Start Month 4 - 3 Year,SC2,73201,100000,36,01/02/2020,31/01/2023,2.95021
8SC2B16243 Start Month 4 - 4 Year,SC2,73201,100000,48,01/02/2020,31/01/2024,2.973583
8SC2B16243 Start Month 4 - 5 Year,SC2,73201,100000,60,01/02/2020,31/01/2025,2.981618
8SC2B16243 Start Month 5 - 1 Year,SC2,73201,100000,12,01/03/2020,28/02/2021,2.910635
8SC2B16243 Start Month 5 - 2 Year,SC2,73201,100000,24,01/03/2020,28/02/2022,2.944728
8SC2B16243 Start Month 5 - 3 Year,SC2,73201,100000,36,01/03/2020,28/02/2023,2.960829
8SC2B16243 Start Month 5 - 4 Year,SC2,73201,100000,48,01/03/2020,29/02/2024,2.984808
8SC2B16243 Start Month 5 - 5 Year,SC2,73201,100000,60,01/03/2020,28/02/2025,2.993463
8SC2B16243 Start Month 6 - 1 Year,SC2,73201,100000,12,01/04/2020,31/03/2021,2.949461
8SC2B16243 Start Month 6 - 2 Year,SC2,73201,100000,24,01/04/2020,31/03/2022,2.961811
8SC2B16243 Start Month 6 - 3 Year,SC2,73201,100000,36,01/04/2020,31/03/2023,2.974276
8SC2B16243 Start Month 6 - 4 Year,SC2,73201,100000,48,01/04/2020,31/03/2024,2.998053
8SC2B16243 Start Month 6 - 5 Year,SC2,73201,100000,60,01/04/2020,31/03/2025,3.003375
8SC2B16243 Start Month 7 - 1 Year,SC2,73201,100000,12,01/05/2020,30/04/2021,2.956834
8SC2B16243 Start Month 7 - 2 Year,SC2,73201,100000,24,01/05/2020,30/04/2022,2.968794
8SC2B16243 Start Month 7 - 3 Year,SC2,73201,100000,36,01/05/2020,30/04/2023,2.98035
8SC2B16243 Start Month 7 - 4 Year,SC2,73201,100000,48,01/05/2020,30/04/2024,3.004329
8SC2B16243 Start Month 7 - 5 Year,SC2,73201,100000,60,01/05/2020,30/04/2025,2.99394
8SC2B16243 Start Month 8 - 1 Year,SC2,73201,100000,12,01/06/2020,31/05/2021,2.959056
8SC2B16243 Start Month 8 - 2 Year,SC2,73201,100000,24,01/06/2020,31/05/2022,2.969804
8SC2B16243 Start Month 8 - 3 Year,SC2,73201,100000,36,01/06/2020,31/05/2023,2.981461
8SC2B16243 Start Month 8 - 4 Year,SC2,73201,100000,48,01/06/2020,31/05/2024,3.005339
8SC2B16243 Start Month 8 - 5 Year,SC2,73201,100000,60,01/06/2020,31/05/2025,2.983495
8SC2B16243 Start Month 9 - 1 Year,SC2,73201,100000,12,01/07/2020,30/06/2021,2.965938
8SC2B16243 Start Month 9 - 2 Year,SC2,73201,100000,24,01/07/2020,30/06/2022,2.974767
8SC2B16243 Start Month 9 - 3 Year,SC2,73201,100000,36,01/07/2020,30/06/2023,2.986424
8SC2B16243 Start Month 9 - 4 Year,SC2,73201,100000,48,01/07/2020,30/06/2024,2.997893
8SC2B16243 Start Month 9 - 5 Year,SC2,73201,100000,60,01/07/2020,30/06/2025,2.95992
8SC4B16243 Start Month 1 - 1 Year,SC4,73201,100000,12,01/11/2019,31/10/2020,2.777823
8SC4B16243 Start Month 1 - 2 Year,SC4,73201,100000,24,01/11/2019,31/10/2021,2.86002
8SC4B16243 Start Month 1 - 3 Year,SC4,73201,100000,36,01/11/2019,31/10/2022,2.897143
8SC4B16243 Start Month 1 - 4 Year,SC4,73201,100000,48,01/11/2019,31/10/2023,2.923445
8SC4B16243 Start Month 1 - 5 Year,SC4,73201,100000,60,01/11/2019,31/10/2024,2.936328
8SC4B16243 Start Month 10 - 1 Year,SC4,73201,100000,12,01/08/2020,31/07/2021,2.969877
8SC4B16243 Start Month 10 - 2 Year,SC4,73201,100000,24,01/08/2020,31/07/2022,2.976686
8SC4B16243 Start Month 10 - 3 Year,SC4,73201,100000,36,01/08/2020,31/07/2023,2.987939
8SC4B16243 Start Month 10 - 4 Year,SC4,73201,100000,48,01/08/2020,31/07/2024,2.989221
8SC4B16243 Start Month 10 - 5 Year,SC4,73201,100000,60,01/08/2020,31/07/2025,2.934917
8SC4B16243 Start Month 11 - 1 Year,SC4,73201,100000,12,01/09/2020,31/08/2021,2.97585
8SC4B16243 Start Month 11 - 2 Year,SC4,73201,100000,24,01/09/2020,31/08/2022,2.981447
8SC4B16243 Start Month 11 - 3 Year,SC4,73201,100000,36,01/09/2020,31/08/2023,2.9927
8SC4B16243 Start Month 11 - 4 Year,SC4,73201,100000,48,01/09/2020,31/08/2024,2.990231
8SC4B16243 Start Month 11 - 5 Year,SC4,73201,100000,60,01/09/2020,31/08/2025,2.913059
8SC4B16243 Start Month 12 - 1 Year,SC4,73201,100000,12,01/10/2020,30/09/2021,2.977062
8SC4B16243 Start Month 12 - 2 Year,SC4,73201,100000,24,01/10/2020,30/09/2022,2.981952
8SC4B16243 Start Month 12 - 3 Year,SC4,73201,100000,36,01/10/2020,30/09/2023,2.993407
8SC4B16243 Start Month 12 - 4 Year,SC4,73201,100000,48,01/10/2020,30/09/2024,2.99479
8SC4B16243 Start Month 12 - 5 Year,SC4,73201,100000,60,01/10/2020,30/09/2025,2.902614
8SC4B16243 Start Month 2 - 1 Year,SC4,73201,100000,12,01/12/2019,30/11/2020,2.82825
8SC4B16243 Start Month 2 - 2 Year,SC4,73201,100000,24,01/12/2019,30/11/2021,2.892455
8SC4B16243 Start Month 2 - 3 Year,SC4,73201,100000,36,01/12/2019,30/11/2022,2.921599
8SC4B16243 Start Month 2 - 4 Year,SC4,73201,100000,48,01/12/2019,30/11/2023,2.945174
8SC4B16243 Start Month 2 - 5 Year,SC4,73201,100000,60,01/12/2019,30/11/2024,2.956542
8SC4B16243 Start Month 3 - 1 Year,SC4,73201,100000,12,01/01/2020,31/12/2020,2.857453
8SC4B16243 Start Month 3 - 2 Year,SC4,73201,100000,24,01/01/2020,31/12/2021,2.913881
8SC4B16243 Start Month 3 - 3 Year,SC4,73201,100000,36,01/01/2020,31/12/2022,2.937773
8SC4B16243 Start Month 3 - 4 Year,SC4,73201,100000,48,01/01/2020,31/12/2023,2.960641
8SC4B16243 Start Month 3 - 5 Year,SC4,73201,100000,60,01/01/2020,31/12/2024,2.972009
8SC4B16243 Start Month 4 - 1 Year,SC4,73201,100000,12,01/02/2020,31/01/2021,2.888603
8SC4B16243 Start Month 4 - 2 Year,SC4,73201,100000,24,01/02/2020,31/01/2022,2.932392
8SC4B16243 Start Month 4 - 3 Year,SC4,73201,100000,36,01/02/2020,31/01/2023,2.95021
8SC4B16243 Start Month 4 - 4 Year,SC4,73201,100000,48,01/02/2020,31/01/2024,2.973583
8SC4B16243 Start Month 4 - 5 Year,SC4,73201,100000,60,01/02/2020,31/01/2025,2.981618
8SC4B16243 Start Month 5 - 1 Year,SC4,73201,100000,12,01/03/2020,28/02/2021,2.910635
8SC4B16243 Start Month 5 - 2 Year,SC4,73201,100000,24,01/03/2020,28/02/2022,2.944728
8SC4B16243 Start Month 5 - 3 Year,SC4,73201,100000,36,01/03/2020,28/02/2023,2.960829
8SC4B16243 Start Month 5 - 4 Year,SC4,73201,100000,48,01/03/2020,29/02/2024,2.984808
8SC4B16243 Start Month 5 - 5 Year,SC4,73201,100000,60,01/03/2020,28/02/2025,2.993463
8SC4B16243 Start Month 6 - 1 Year,SC4,73201,100000,12,01/04/2020,31/03/2021,2.945811
8SC4B16243 Start Month 6 - 2 Year,SC4,73201,100000,24,01/04/2020,31/03/2022,2.961811
8SC4B16243 Start Month 6 - 3 Year,SC4,73201,100000,36,01/04/2020,31/03/2023,2.974276
8SC4B16243 Start Month 6 - 4 Year,SC4,73201,100000,48,01/04/2020,31/03/2024,2.998053
8SC4B16243 Start Month 6 - 5 Year,SC4,73201,100000,60,01/04/2020,31/03/2025,3.003375
8SC4B16243 Start Month 7 - 1 Year,SC4,73201,100000,12,01/05/2020,30/04/2021,2.956834
8SC4B16243 Start Month 7 - 2 Year,SC4,73201,100000,24,01/05/2020,30/04/2022,2.968794
8SC4B16243 Start Month 7 - 3 Year,SC4,73201,100000,36,01/05/2020,30/04/2023,2.98035
8SC4B16243 Start Month 7 - 4 Year,SC4,73201,100000,48,01/05/2020,30/04/2024,3.004329
8SC4B16243 Start Month 7 - 5 Year,SC4,73201,100000,60,01/05/2020,30/04/2025,2.99394
8SC4B16243 Start Month 8 - 1 Year,SC4,73201,100000,12,01/06/2020,31/05/2021,2.959056
8SC4B16243 Start Month 8 - 2 Year,SC4,73201,100000,24,01/06/2020,31/05/2022,2.969804
8SC4B16243 Start Month 8 - 3 Year,SC4,73201,100000,36,01/06/2020,31/05/2023,2.981461
8SC4B16243 Start Month 8 - 4 Year,SC4,73201,100000,48,01/06/2020,31/05/2024,3.005339
8SC4B16243 Start Month 8 - 5 Year,SC4,73201,100000,60,01/06/2020,31/05/2025,2.983495
8SC4B16243 Start Month 9 - 1 Year,SC4,73201,100000,12,01/07/2020,30/06/2021,2.965938
8SC4B16243 Start Month 9 - 2 Year,SC4,73201,100000,24,01/07/2020,30/06/2022,2.974767
8SC4B16243 Start Month 9 - 3 Year,SC4,73201,100000,36,01/07/2020,30/06/2023,2.986424
8SC4B16243 Start Month 9 - 4 Year,SC4,73201,100000,48,01/07/2020,30/06/2024,2.997893
8SC4B16243 Start Month 9 - 5 Year,SC4,73201,100000,60,01/07/2020,30/06/2025,2.95992
8SE1B16282 Start Month 1 - 1 Year,SE1,73201,100000,12,01/11/2019,31/10/2020,2.767838
8SE1B16282 Start Month 1 - 2 Year,SE1,73201,100000,24,01/11/2019,31/10/2021,2.835637
8SE1B16282 Start Month 1 - 3 Year,SE1,73201,100000,36,01/11/2019,31/10/2022,2.86546
8SE1B16282 Start Month 1 - 4 Year,SE1,73201,100000,48,01/11/2019,31/10/2023,2.891863
8SE1B16282 Start Month 1 - 5 Year,SE1,73201,100000,60,01/11/2019,31/10/2024,2.899985
8SE1B16282 Start Month 10 - 1 Year,SE1,73201,100000,12,01/08/2020,31/07/2021,2.931601
8SE1B16282 Start Month 10 - 2 Year,SE1,73201,100000,24,01/08/2020,31/07/2022,2.938208
8SE1B16282 Start Month 10 - 3 Year,SE1,73201,100000,36,01/08/2020,31/07/2023,2.949562
8SE1B16282 Start Month 10 - 4 Year,SE1,73201,100000,48,01/08/2020,31/07/2024,2.945477
8SE1B16282 Start Month 10 - 5 Year,SE1,73201,100000,60,01/08/2020,31/07/2025,2.893712
8SE1B16282 Start Month 11 - 1 Year,SE1,73201,100000,12,01/09/2020,31/08/2021,2.933924
8SE1B16282 Start Month 11 - 2 Year,SE1,73201,100000,24,01/09/2020,31/08/2022,2.939521
8SE1B16282 Start Month 11 - 3 Year,SE1,73201,100000,36,01/09/2020,31/08/2023,2.950673
8SE1B16282 Start Month 11 - 4 Year,SE1,73201,100000,48,01/09/2020,31/08/2024,2.946487
8SE1B16282 Start Month 11 - 5 Year,SE1,73201,100000,60,01/09/2020,31/08/2025,2.871551
8SE1B16282 Start Month 12 - 1 Year,SE1,73201,100000,12,01/10/2020,30/09/2021,2.938685
8SE1B16282 Start Month 12 - 2 Year,SE1,73201,100000,24,01/10/2020,30/09/2022,2.943474
8SE1B16282 Start Month 12 - 3 Year,SE1,73201,100000,36,01/10/2020,30/09/2023,2.951279
8SE1B16282 Start Month 12 - 4 Year,SE1,73201,100000,48,01/10/2020,30/09/2024,2.951046
8SE1B16282 Start Month 12 - 5 Year,SE1,73201,100000,60,01/10/2020,30/09/2025,2.860904
8SE1B16282 Start Month 2 - 1 Year,SE1,73201,100000,12,01/12/2019,30/11/2020,2.811066
8SE1B16282 Start Month 2 - 2 Year,SE1,73201,100000,24,01/12/2019,30/11/2021,2.868072
8SE1B16282 Start Month 2 - 3 Year,SE1,73201,100000,36,01/12/2019,30/11/2022,2.890118
8SE1B16282 Start Month 2 - 4 Year,SE1,73201,100000,48,01/12/2019,30/11/2023,2.909942
8SE1B16282 Start Month 2 - 5 Year,SE1,73201,100000,60,01/12/2019,30/11/2024,2.920098
8SE1B16282 Start Month 3 - 1 Year,SE1,73201,100000,12,01/01/2020,31/12/2020,2.836518
8SE1B16282 Start Month 3 - 2 Year,SE1,73201,100000,24,01/01/2020,31/12/2021,2.885848
8SE1B16282 Start Month 3 - 3 Year,SE1,73201,100000,36,01/01/2020,31/12/2022,2.902541
8SE1B16282 Start Month 3 - 4 Year,SE1,73201,100000,48,01/01/2020,31/12/2023,2.92551
8SE1B16282 Start Month 3 - 5 Year,SE1,73201,100000,60,01/01/2020,31/12/2024,2.932016
8SE1B16282 Start Month 4 - 1 Year,SE1,73201,100000,12,01/02/2020,31/01/2021,2.860469
8SE1B16282 Start Month 4 - 2 Year,SE1,73201,100000,24,01/02/2020,31/01/2022,2.897261
8SE1B16282 Start Month 4 - 3 Year,SE1,73201,100000,36,01/02/2020,31/01/2023,2.915079
8SE1B16282 Start Month 4 - 4 Year,SE1,73201,100000,48,01/02/2020,31/01/2024,2.935004
8SE1B16282 Start Month 4 - 5 Year,SE1,73201,100000,60,01/02/2020,31/01/2025,2.941625
8SE1B16282 Start Month 5 - 1 Year,SE1,73201,100000,12,01/03/2020,28/02/2021,2.879558
8SE1B16282 Start Month 5 - 2 Year,SE1,73201,100000,24,01/03/2020,28/02/2022,2.90625
8SE1B16282 Start Month 5 - 3 Year,SE1,73201,100000,36,01/03/2020,28/02/2023,2.922351
8SE1B16282 Start Month 5 - 4 Year,SE1,73201,100000,48,01/03/2020,29/02/2024,2.946431
8SE1B16282 Start Month 5 - 5 Year,SE1,73201,100000,60,01/03/2020,28/02/2025,2.953672
8SE1B16282 Start Month 6 - 1 Year,SE1,73201,100000,12,01/04/2020,31/03/2021,2.907535
8SE1B16282 Start Month 6 - 2 Year,SE1,73201,100000,24,01/04/2020,31/03/2022,2.923333
8SE1B16282 Start Month 6 - 3 Year,SE1,73201,100000,36,01/04/2020,31/03/2023,2.935798
8SE1B16282 Start Month 6 - 4 Year,SE1,73201,100000,48,01/04/2020,31/03/2024,2.956127
8SE1B16282 Start Month 6 - 5 Year,SE1,73201,100000,60,01/04/2020,31/03/2025,2.959934
8SE1B16282 Start Month 7 - 1 Year,SE1,73201,100000,12,01/05/2020,30/04/2021,2.918356
8SE1B16282 Start Month 7 - 2 Year,SE1,73201,100000,24,01/05/2020,30/04/2022,2.926565
8SE1B16282 Start Month 7 - 3 Year,SE1,73201,100000,36,01/05/2020,30/04/2023,2.938222
8SE1B16282 Start Month 7 - 4 Year,SE1,73201,100000,48,01/05/2020,30/04/2024,2.962302
8SE1B16282 Start Month 7 - 5 Year,SE1,73201,100000,60,01/05/2020,30/04/2025,2.950398
8SE1B16282 Start Month 8 - 1 Year,SE1,73201,100000,12,01/06/2020,31/05/2021,2.920376
